NAME,B25077_001E,B19013_001E,B01003_001E,state,county
"Richland County, Montana",245900,67515,11366,30,083
"Roosevelt County, Montana",112800,51038,10799,30,085
"Rosebud County, Montana",159900,57656,8310,30,087
"Sanders County, Montana",285300,47110,12615,30,089
"Sheridan County, Montana",121800,67457,3700,30,091
"Silver Bow County, Montana",195800,56297,35306,30,093
"Stillwater County, Montana",316200,78380,8978,30,095
"Sweet Grass County, Montana",271100,64872,3697,30,097
"Teton County, Montana",217200,65224,6238,30,099
"Toole County, Montana",166200,54040,5018,30,101
"Treasure County, Montana",210700,70096,680,30,103
"Valley County, Montana",183200,59725,7552,30,105
"Wheatland County, Montana",163200,48272,2060,30,107
"Wibaux County, Montana",101800,58750,1119,30,109
"Yellowstone County, Montana",289300,72300,165524,30,111
"Adams County, Nebraska",166300,61502,31143,31,001
"Antelope County, Nebraska",104500,61924,6302,31,003
"Arthur County, Nebraska",164300,66667,485,31,005
"Banner County, Nebraska",174200,62375,670,31,007
"Blaine County, Nebraska",85700,52083,384,31,009
"Boone County, Nebraska",165400,66800,5397,31,011
"Box Butte County, Nebraska",161600,67893,10778,31,013
"Boyd County, Nebraska",95200,57120,1767,31,015
"Brown County, Nebraska",89700,44267,2691,31,017
"Buffalo County, Nebraska",218600,70093,50103,31,019
"Burt County, Nebraska",123100,54950,6717,31,021
"Butler County, Nebraska",150400,75690,8373,31,023
"Cass County, Nebraska",234300,87673,26749,31,025
"Cedar County, Nebraska",160700,72035,8375,31,027
"Chase County, Nebraska",176900,57313,3704,31,029
"Cherry County, Nebraska",137300,62373,5473,31,031
"Cheyenne County, Nebraska",117300,54038,9489,31,033
"Clay County, Nebraska",129600,73933,6088,31,035
"Colfax County, Nebraska",103400,71205,10563,31,037
"Cuming County, Nebraska",160000,68917,9000,31,039
"Custer County, Nebraska",133400,62288,10566,31,041
"Dakota County, Nebraska",158700,66112,21308,31,043
"Dawes County, Nebraska",142100,53760,8279,31,045
"Dawson County, Nebraska",136900,67462,24037,31,047
"Deuel County, Nebraska",91900,58875,1858,31,049
"Dixon County, Nebraska",123500,60568,5579,31,051
"Dodge County, Nebraska",168900,66793,37175,31,053
"Douglas County, Nebraska",227400,76083,582638,31,055
